ds,yhat,yhat_lower,yhat_upper
2020-06-10,1183.996938245203,1118.5675010848079,1250.706313163289
2020-06-11,1258.966576689611,1195.9216696212636,1323.9259002583499
2020-06-12,1273.944372008995,1206.1268191750546,1340.1305158510163
2020-06-13,1226.5355971001266,1161.1394629726663,1291.4731944716314
2020-06-14,1132.681725561765,1066.7456300705505,1199.717101514935
2020-06-15,1081.9557012469393,1016.1049349233112,1147.9001910693355
2020-06-16,1104.252640227716,1040.6262190809446,1168.8670877446923
2020-06-17,1184.3417067464184,1119.351502549451,1249.0008969323696
2020-06-18,1258.976717733876,1191.225349985695,1319.697270817904
2020-06-19,1273.5628459673446,1207.2377983771744,1336.1668332434351
2020-06-20,1225.710275359782,1159.061447862764,1287.8604207796536
2020-06-21,1131.3792892527156,1070.2330793756998,1195.5743388255669
2020-06-22,1080.1383540303054,1016.0912251660815,1146.7688236500828
2020-06-23,1101.8916636838937,1038.7158915389532,1167.2711148879223
2020-06-24,1181.4184413375315,1111.6675421601735,1250.0863634864388
2020-06-25,1255.4832840803563,1193.0040991141861,1322.1042869776595
2020-06-26,1269.5025834260377,1198.4778088686646,1333.3720054450312
2020-06-27,1221.097882952384,1154.0366640500688,1280.7852369464847
2020-06-28,1126.240662568112,1057.3048594433371,1192.6231589345832
2020-06-29,1074.5101205335152,1009.5620427532165,1137.0661474928852
2020-06-30,1095.8204276691351,1030.7818802503355,1163.8337269822748
2020-07-01,1174.9597582817642,1106.8141493106607,1243.1591102881655
2020-07-02,1248.7003921387936,1182.5916702741074,1314.324235305989
2020-07-03,1262.4649270061616,1198.3470610594272,1325.6350012724715
2020-07-04,1213.879469516862,1147.3592481273006,1281.3897515879592
2020-07-05,1118.9182988137563,1053.5073792235773,1185.6238206192402
2020-07-06,1067.1615777614527,1003.5527541929216,1135.3455794882022
2020-07-07,1088.5225883541361,1024.1726102537464,1157.2945451677988
2020-07-08,1167.7867965077337,1102.0313286057094,1235.578900116078
2020-07-09,1241.7220396581677,1173.9345644666264,1311.484340327682
2020-07-10,1255.7448742318206,1193.6902800098428,1324.2202408005862
2020-07-11,1207.4739468245657,1143.5815486892066,1273.7476172762185
2020-07-12,1112.8748782403209,1046.020631252734,1177.3553004834773
2020-07-13,1061.5182286775448,996.2818607322328,1126.876184714523
2020-07-14,1083.3070131647432,1015.754207593851,1146.8410491933446
2020-07-15,1163.0160641097411,1103.432767256645,1231.758393638783
2020-07-16,1237.4025255106667,1171.9792776214956,1301.056994026257
2020-07-17,1251.8725067374833,1179.7571623716476,1317.399757447473
2020-07-18,1204.0347505547038,1140.2013217802346,1273.3467173289648
2020-07-19,1109.8457956377224,1044.103300141876,1178.2387951105718
2020-07-20,1058.8681935184309,991.3550378663247,1127.819146517831
2020-07-21,1080.9982414880865,1012.7322030500085,1148.428424345027
2020-07-22,1161.0055217959248,1095.3291541847445,1225.1548913973138
2020-07-23,1235.64352637977,1170.1222747318704,1306.4116742055025
2020-07-24,1250.3163911216616,1185.7803173226484,1316.5115440430395
2020-07-25,1202.6325919195092,1139.959910697222,1273.6202058161123
2020-07-26,1108.5500820247807,1041.6395760311848,1172.5774396455124
2020-07-27,1057.6344314284875,990.7313872457016,1119.8576277352965
2020-07-28,1079.786432273915,1016.1376152680016,1147.469830871052
2020-07-29,1159.7814646342003,1096.9299211410182,1225.4919184210955
2020-07-30,1234.3799073158812,1173.6030182064285,1301.143926379742
2020-07-31,1248.993624389055,1180.6225929314676,1316.0246706412543
2020-08-01,1201.2393875026216,1136.4227321543624,1265.5348703648124
2020-08-02,1107.0837220549283,1039.8507422292337,1175.2962371869037
2020-08-03,1056.1007471953237,990.3192413379875,1121.0099198505698
2020-08-04,1078.1994831432692,1014.4948552218468,1144.064287792673
2020-08-05,1158.1629296650183,1089.597183122901,1224.567671493944
2020-08-06,1232.7582096152069,1165.9888714287233,1299.5453295961966
2020-08-07,1247.3734644706099,1176.7799327515531,1315.5468195421815
2020-08-08,1199.6591319331694,1134.1220281672845,1267.9439230620785
2020-08-09,1105.5845760589043,1041.904637603026,1170.2526256449594
2020-08-10,1054.7251697049542,989.3424333557692,1119.5677590069033
2020-08-11,1076.989544572698,1011.5406252230106,1139.8089899733827
2020-08-12,1157.1586674847124,1087.6144899125106,1218.7746811354834
2020-08-13,1231.99603746273,1167.8500250476156,1294.392136400323
2020-08-14,1246.9140418963214,1180.3475274748712,1313.0574209732292
2020-08-15,1199.527336894595,1137.5586980076216,1263.6734191749242
2020-08-16,1105.7977422023898,1047.4601700539768,1171.1642309652818
2020-08-17,1055.292220115198,991.2492142754821,1120.9266153192018
2020-08-18,1077.9104085104095,1012.7816566453785,1143.7371596382004
2020-08-19,1158.4240056876122,1091.325114393334,1221.8939174986626
2020-08-20,1233.5872921623788,1168.347300772039,1297.4448479885064
2020-08-21,1248.803817658924,1182.8294534154666,1315.516465131996
2020-08-22,1201.6801079973345,1133.5896292748487,1266.5644016125084
2020-08-23,1108.170871848137,1048.4699459837964,1172.9812078790656
2020-08-24,1057.8372666663945,993.6163842247939,1123.6508766050138
2020-08-25,1080.5746844023697,1013.3636150641222,1144.3315762483708
2020-08-26,1161.1523460615492,1097.3370656345085,1221.0546859031515
2020-08-27,1236.3239828031838,1169.1070662211973,1300.2219494028986
2020-08-28,1251.4946257834836,1187.5119634326372,1315.0144110939239
2020-08-29,1204.27435500588,1137.8673354281113,1268.5905194942002
2020-08-30,1110.623484484472,1048.224052755517,1174.7918713182255
2020-08-31,1060.110742243624,992.9033371508363,1125.069634834621
2020-09-01,1082.6409068651728,1015.2083806650572,1150.7442338996814
2020-09-02,1162.9941927058385,1096.2276356795605,1225.6348876975078
2020-09-03,1237.936666358496,1175.281671504381,1301.4945729843257
2020-09-04,1252.886723187284,1184.580056009012,1322.428181015423
2020-09-05,1205.4684823840041,1140.025078788021,1268.1752979065914
2020-09-06,1111.656587379261,1043.182062100327,1176.9041744850315
2020-09-07,1061.0339807403298,1000.2726060133263,1128.559569922343
2020-09-08,1083.5191266630065,1017.4101208825833,1148.7968951183684
2020-09-09,1163.9049850393985,1101.2748246221083,1228.0121217190424
2020-09-10,1238.969031661144,1171.9841702503315,1309.9585232092443
2020-09-11,1254.139365144217,1185.5602918028874,1322.3559256654935
2020-09-12,1207.0477702248158,1145.8700855382635,1276.665775888813
2020-09-13,1113.6742345496082,1050.0235782512432,1177.0541131683365
2020-09-14,1063.604497178936,1001.2040106766652,1133.6905707885342
2020-09-15,1086.757109509336,1021.7271609295298,1150.8651323046101
2020-09-16,1167.922318470575,1099.6321164636147,1233.0089147430845
2020-09-17,1243.8720705085734,1181.454625373784,1308.6386612688427
2020-09-18,1260.0261788424248,1189.4970428314784,1323.3784785577966
2020-09-19,1214.0055234049812,1146.1607214554974,1279.671854860648
2020-09-20,1121.7767781972964,1056.3413420787845,1185.1290436069887
2020-09-21,1072.9102397619033,1007.7083281315597,1139.6499898153231
2020-09-22,1097.3072309647794,1027.802433736342,1160.7601882722577
2020-09-23,1179.7393815515327,1111.38995548734,1246.0439575795763
2020-09-24,1256.9590739860462,1192.2021862485121,1323.252496783946
2020-09-25,1274.3660856615468,1204.6330951686712,1341.3596456010691
2020-09-26,1229.561284437582,1160.253072769254,1291.7606207656797
2020-09-27,1138.4918590429552,1074.086429924902,1205.4534909258596
2020-09-28,1090.7096444891095,1022.5420332440535,1156.1291855900674
2020-09-29,1116.0990031347853,1053.879926598517,1178.8108912200078
2020-09-30,1199.4165497013528,1131.0577294573914,1271.5812233599547
2020-10-01,1277.3991217162297,1208.048547125345,1341.2246833817617
2020-10-02,1295.4393882988518,1232.3305819688508,1363.1967400761073
2020-10-03,1251.1311981416973,1185.298211029872,1314.1661115414965
2020-10-04,1160.4178863297132,1095.7634437934055,1227.45993978175
2020-10-05,1112.8507208480873,1043.5554812061887,1175.0675020515766
2020-10-06,1138.3168200206055,1071.5272527629543,1202.192335215519
2020-10-07,1221.5788274362876,1161.4224578693684,1283.2098076390148
2020-10-08,1299.3856210631477,1234.703474708025,1363.1547503210968
2020-10-09,1317.1390793007438,1251.5824255294,1379.804544420732
2020-10-10,1272.4477562846337,1202.7971900109328,1337.9752775409029
2020-10-11,1181.2719472344352,1116.2592644388203,1250.6743115384982
2020-10-12,1133.1817071552769,1063.2540227882168,1194.6430677998642
2020-10-13,1158.0842905802356,1094.5025319713725,1221.2911288713763
2020-10-14,1240.7633113833856,1171.6475968438392,1305.7423975093313
2020-10-15,1317.9889129474295,1255.8390986330696,1380.212812646846
2020-10-16,1335.1839857128443,1270.7911264685388,1399.178897135172
2020-10-17,1289.9772990574484,1224.7845416642144,1355.3961319050884
2020-10-18,1198.348042831626,1133.8198600511653,1265.1722876615122
2020-10-19,1149.8833559537522,1081.538339258471,1214.6417705126294
2020-10-20,1174.5053229598022,1107.0316689857282,1242.1712041270703
2020-10-21,1257.0097495452162,1191.2002777491762,1322.4028270629262
2020-10-22,1334.1760178136883,1265.756370536753,1404.0399726118012
2020-10-23,1351.4330668530943,1287.4326843299189,1415.076332835342
2020-10-24,1306.4123720808573,1242.16948183466,1370.1213200042253
2020-10-25,1215.0924229172756,1148.740097093874,1278.1427590292515
2020-10-26,1167.056278013509,1103.271153796299,1234.4664808903658
2020-10-27,1192.2186783130435,1124.0297435166108,1260.0065257184506
2020-10-28,1275.365025925551,1209.3895379939202,1339.6206608970272
2020-10-29,1353.261524113608,1287.217090666607,1419.839837309824
2020-10-30,1371.3215163842058,1304.3398592050376,1438.9130142216877
2020-10-31,1327.1588884961025,1263.9652836612352,1389.7342065962926
2020-11-01,1236.7330215649417,1170.4685490935958,1301.514570149049
2020-11-02,1189.6068626854476,1125.6126675616892,1252.260527152926
2020-11-03,1215.6745794594954,1151.588685465396,1280.8145563909673
2020-11-04,1299.7010918202297,1235.342334656198,1364.9796617036175
2020-11-05,1378.4327615585212,1313.1730157616823,1444.0145616636519
2020-11-06,1397.2642627625794,1329.8952234720407,1460.1662142135535
2020-11-07,1353.7924827089282,1287.9033966909185,1424.2950492449409
2020-11-08,1263.96192801769,1200.716213480264,1333.7804204390172
2020-11-09,1217.323190399151,1148.9210788667883,1285.5628550687175
2020-11-10,1243.7609278691605,1183.1844331964294,1313.4910638565752
2020-11-11,1328.0336462213065,1260.8292030125735,1391.8812067096621
2020-11-12,1406.8845546519965,1341.4510288214199,1477.000132819406
2020-11-13,1425.708514552888,1360.1792444980363,1486.7426259832928
2020-11-14,1382.1059291928261,1321.644460622615,1447.6351600335943
2020-11-15,1292.0280497471063,1226.791613627522,1352.8856591291146
2020-11-16,1245.0352550532461,1183.049930381144,1309.7492164253479
2020-11-17,1271.0247663588898,1211.77275855067,1334.196404228644
2020-11-18,1354.7700894046563,1289.894376635362,1413.33945129548
2020-11-19,1433.0314672533184,1365.548424163729,1496.5010667914557
2020-11-20,1451.2223740714016,1389.731219804593,1510.175635090648
2020-11-21,1406.9629101684425,1341.6129422972508,1472.3266465904137
2020-11-22,1316.2245873274774,1255.5946015363688,1376.1061088583601
2020-11-23,1268.5880760423872,1205.613104915527,1333.080004494321
2020-11-24,1293.969521228989,1233.828835932456,1356.4664340100016
2020-11-25,1377.162078905326,1312.907623563822,1442.7781336004634
2020-11-26,1454.943279339378,1389.5665754384697,1519.7275900756013
2020-11-27,1472.741951378114,1411.9562159875484,1542.6851427112908
2020-11-28,1428.191233977678,1363.0049977534163,1492.8889562681434
2020-11-29,1337.2730430967924,1270.8911186468952,1404.159775527702
2020-11-30,1289.575573667542,1224.768757618681,1354.0293425959612
2020-12-01,1315.0203184142702,1249.5316170548394,1380.010502544421
2020-12-02,1398.4009139691352,1330.7463980235575,1465.6737839286893
2020-12-03,1476.4931129552028,1414.878637969724,1541.2840947837224
2020-12-04,1494.720924210723,1429.6784240542179,1561.9819396320015
2020-12-05,1450.7097898541667,1383.8125783830421,1515.9488982124774
2020-12-06,1360.4312928274608,1290.9076266565808,1427.472566927134
2020-12-07,1313.4609672387162,1247.4065896151515,1380.1712648534537
2020-12-08,1339.7056840767648,1271.9834399978502,1400.4895317781948
2020-12-09,1423.9429120054795,1360.6672974616095,1492.3634823014895
2020-12-10,1502.9311399412638,1435.0843578411987,1567.967523818348
2020-12-11,1522.0764907436,1455.64136980923,1581.3602402172057
2020-12-12,1478.9863813527957,1412.6160703063103,1544.4201997660912
2020-12-13,1389.6147095269232,1325.1343738564385,1458.033584413673
2020-12-14,1343.5201262468147,1280.396141816027,1413.6906360119845
2020-12-15,1370.5938537388959,1302.268055320591,1436.1010277546197
2020-12-16,1455.5993371681552,1392.681891242252,1521.5400098137277
2020-12-17,1535.2830063332397,1468.0238063093052,1602.8694981143315
2020-12-18,1555.0411679095323,1494.306277831933,1620.8551448570545
2020-12-19,1512.4738765795341,1448.8049581914604,1580.0620938609563
2020-12-20,1423.5302602114484,1352.6014978943222,1491.7445838663175
2020-12-21,1377.7668552696073,1309.629200499405,1449.0808049931914
2020-12-22,1405.0754116981063,1339.2371841565875,1470.2251459097793
2020-12-23,1490.2224567972698,1426.6934316991906,1558.653593288804
2020-12-24,1569.9598980042417,1507.872785570437,1636.396608881702
2020-12-25,1589.6916906932504,1523.3101449768176,1656.4949320602493
2020-12-26,1547.0274267177117,1487.4198242506886,1607.9983654851287
2020-12-27,1457.9273278172495,1388.3872401410863,1523.8452255252164
2020-12-28,1411.9602103553075,1349.7925474049096,1479.6883458673672
2020-12-29,1439.0308918949047,1374.7266278310885,1505.581177746864
2020-12-30,1523.9193410886983,1458.8089309064956,1591.5707751428765
2020-12-31,1603.390863049278,1537.8457716245632,1674.1723521228682
2021-01-01,1622.8623585402831,1562.85655201401,1690.644340801785
2021-01-02,1579.955524532731,1516.1960397754272,1646.1053197974122
2021-01-03,1490.641491351895,1425.4417789365891,1555.222390411663
2021-01-04,1444.4984729186135,1379.451853366469,1512.9374851922594
2021-01-05,1471.4389093138855,1400.7892867461953,1535.5132671690596
2021-01-06,1556.2484102852816,1488.5330933781488,1618.6792495379211
2021-01-07,1635.6957972433815,1572.9117557684947,1698.8769271283886
2021-01-08,1655.1992855549838,1585.780419957013,1721.185687368322
2021-01-09,1612.3796761726053,1548.7761544602429,1675.8355064191621
2021-01-10,1523.2050512813355,1459.3634651645998,1587.1540165733024
2021-01-11,1477.2485479565155,1412.4026587517121,1543.6034380757635
2021-01-12,1504.4156846586982,1435.0569527985529,1571.2826973360957
2021-01-13,1589.4835430221792,1525.563307211297,1658.6645384540227
2021-01-14,1669.2110947917029,1603.4830641391789,1738.8544999717885
2021-01-15,1689.0057066961092,1623.6254038385189,1761.9966862096064
2021-01-16,1646.4766822516701,1579.3413762538464,1706.5575834576518
2021-01-17,1557.5803243972985,1495.4034968905523,1621.3442857022615
2021-01-18,1511.8780815361533,1451.605479226559,1580.1314408076018
2021-01-19,1539.2642417266381,1469.5810421509157,1601.4692416091834
2021-01-20,1624.5054641309425,1559.1878723150057,1689.8794428872968
2021-01-21,1704.3514295103655,1639.379475368147,1766.4908928018554
2021-01-22,1724.2016318522356,1663.5692602093377,1787.7642802854764
2021-01-23,1681.6591619892097,1612.9818032304524,1747.1586770628537
2021-01-24,1592.6759601493077,1528.8210218693287,1661.0368899027512
2021-01-25,1546.8110948764927,1483.6098235023953,1609.1089605250793
2021-01-26,1573.9585282714254,1510.3606982043418,1634.072392836026
2021-01-27,1658.8866572295844,1594.2334925510586,1720.7946235036895
2021-01-28,1738.3489102225965,1671.0270382246877,1800.0309200030429
2021-01-29,1757.7504248454543,1694.6250345563747,1822.9978477460281
2021-01-30,1714.7016605360552,1648.1257435191062,1783.2309333207008
2021-01-31,1625.1634288354014,1558.0428629527123,1690.919035442795
2021-02-01,1578.7049055802975,1513.8340047628976,1647.02191750074
2021-02-02,1605.2310932081743,1540.7036575373625,1669.5412906538875
2021-02-03,1689.522032121569,1625.6616720613658,1758.498229975662
2021-02-04,1768.3430506754344,1698.1018263251196,1830.9953160304244
2021-02-05,1787.111089494472,1723.8662192696117,1851.2368386512362
2021-02-06,1743.4479651334673,1683.6490605228566,1807.9449100101601
2021-02-07,1653.3250658906584,1588.7444547173388,1721.072321695854
2021-02-08,1606.3210541214905,1541.2698213128,1669.2752620677286
2021-02-09,1632.349052402666,1565.7026764749487,1701.4041446334984
2021-02-10,1716.195620620972,1652.4473347592766,1782.713261338641
2021-02-11,1794.630820399357,1727.9739995605705,1860.152720796389
2021-02-12,1813.0744079280107,1748.3325684213119,1876.137328450326
2021-02-13,1769.1490239478828,1711.1928236740964,1832.4886214395394
2021-02-14,1678.8248756957848,1614.5166848624403,1743.8280125642007
2021-02-15,1631.6774853708393,1565.1612903029327,1702.2314947423486
2021-02-16,1657.6149809018875,1592.1638396759815,1725.3305747360887
2021-02-17,1741.4172327906579,1671.6189792603773,1798.1160676091936
2021-02-18,1819.8461285205267,1757.570914642976,1884.937795583278
2021-02-19,1838.3120192062347,1774.9089105343478,1906.7739605587728
2021-02-20,1794.427199562036,1727.009354541546,1858.4833636877195
2021-02-21,1704.1509072948459,1640.6722184581786,1771.6505921780285
2021-02-22,1657.047406987626,1593.543230646518,1723.5547265765433
2021-02-23,1683.01362427323,1619.7695318024153,1751.0095597338238
2021-02-24,1766.8186238929723,1695.7170590968647,1834.0089845534646
2021-02-25,1845.214213046745,1779.3699658135956,1908.5501672534228
2021-02-26,1863.6016950429312,1797.6850862700658,1930.575869396446
